TIC,role,verdict,sector,lc_pts_in_sector,t0_shift_phase,lc_dip_sigma,compactness,n_in,n_out,dip_sigma,diff_peak_snr,centroid_offset_px,centroid_offset_arcsec,nearest_capable_TIC,nearest_capable_dist_px,nearest_capable_dTmag,n_capable_in_cutout,note
66732476,candidate,ON_TARGET,46,3316,-0.0050000000000000044,234.70203130888922,0.8357369387103908,68,1383,98.31423579228147,26.93314263420839,0.36067717890515333,7.57422075700822,,,,0,
294852916,candidate,OFF_TARGET,9,1104,0.0050000000000000044,66.95503099402882,0.8611674402351576,71,454,14.487785121348853,196.7560577955574,2.2784335471397474,47.847104489934694,294852834,0.13048642003103506,-3.876999999999999,288,
806803694,candidate,INCONCLUSIVE,9,1102,-0.015000000000000012,17.40419505890684,0.14330986927540496,5,416,-0.10764603091799906,299.88234882162317,3.041165786921341,63.86448152534816,341624478,0.477232838872163,2.923499999999999,36,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
29495157,candidate,ON_TARGET,1,1148,0.0,93.99639231778697,0.9412836049440549,26,511,8.171232695715906,52.62458595200319,0.23810020966163056,5.000104402894242,29495166,1.793059786907815,-0.4765000000000015,2,
119459681,candidate,ON_TARGET,6,902,0.0,183.34477378134608,0.8092807173846586,24,395,241.81810753576391,68.14652753488824,0.11189676343659793,2.349832032168557,119459668,1.0529280256790785,1.1795999999999989,12,
309240602,candidate,UNRESOLVED,58,11690,0.0,235.1971189723567,0.8931237704948234,359,4557,297.2392732634332,156.83869021730044,0.11510346069532554,2.4171726746018365,309240600,0.09281761696272997,-0.5846999999999998,12,a capable neighbour is as close to the dimming as the target
304889252,candidate,OFF_TARGET,10,1106,0.0,22.529202619679154,0.8148311395268357,56,467,26.097782528884526,48.40314360019806,1.3154746164039492,27.624966944482935,304889195,0.1579064236948617,-0.8950999999999993,211,
313569577,candidate,OFF_TARGET,11,1080,0.01749999999999996,54.737889136468965,0.7425765951939686,77,474,24.08577386416747,67.62695033060787,3.054700134855413,64.14870283196367,313569594,0.04917428521227018,-4.8566,234,
412633548,candidate,OFF_TARGET,11,1079,0.0,60.75107668253077,0.7744939783192784,95,472,185.38652978532377,219.94565821015368,2.2189579393608225,46.598116726577274,412633616,0.17797778946107226,-3.5008,205,
411434067,candidate,ON_TARGET,56,11764,-0.0025000000000000022,130.77750074341284,0.7948007414081839,759,4794,13.107124816577231,33.69620754070413,0.18753781907770148,3.938294200631731,411429819,1.2109431877937784,1.1875,6,
387142107,candidate,INCONCLUSIVE,6,902,-0.002500000000000002,123.61373195547016,0.0,33,393,6.328694594867204,26.939770173643467,3.1247593511955936,65.61994637510746,387142126,0.8388050381519744,-2.4946,12,dimming is spread across the cutout rather than one star (background/systematics) - source cannot be located
91599324,candidate,OFF_TARGET,6,903,0.0,97.10253660989237,0.9033272161947952,16,436,1.0753307588187406,15.809245018513437,2.14238845300499,44.99015751310479,91599309,0.2131772228530017,-2.3183999999999987,31,
208358448,candidate,UNRESOLVED,11,1080,0.0,21.57819440858255,0.7955978485976619,25,467,16.169377530473433,5.248033357822635,0.7829036586294964,16.440976831219423,208358470,0.034523156291679506,4.516700000000002,72,a capable neighbour is as close to the dimming as the target
