TIC,bls_period,bls_depth,bls_snr,verdict,exoplanet_conflict,vsx_match,vsx_name,vsx_type,vsx_period,asassn_match,asassn_queried_ok,asassn_name,asassn_type,asassn_period,gaia_veb_match,gaia_veb_period,gaia_class_match,gaia_class,gaia_class_score,period_check_source,period_check
465334376,27.046119334542823,0.1597048401742824,439.43179063448576,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
465390148,26.89836866844985,0.0271601324376595,223.2356944755159,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
466062107,25.18728081877541,0.0217871897401717,30.58654519140181,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
466508331,13.922137823599732,0.7373691008385683,217.2958118698072,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
467213914,3.07157193232895,0.0758144021115869,842.8159915980361,KNOWN_OTHER_TYPE,False,True,Gaia DR3 2235025084475867776,VAR,0.0185023,False,True,,,,False,,False,,,vsx,disagrees(ratio=166.0103)
467851846,2.184099430441886,0.0070885348569819,102.36013145710108,NOVEL,False,False,,,,False,False,,,,False,,False,,,,no_catalog_period
469212596,13.590871367348434,0.1153903876843289,120.5268419309888,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
469308938,25.98483253233256,0.0031945504563556,38.85022594507526,KNOWN_OTHER_TYPE,False,True,GDS_J0955379-563202,VAR,,True,True,J095537.97-563202.8,SR,22.325,False,,False,,,asassn,disagrees(ratio=1.1639)
47929727,33.23598698564747,0.4123157061907975,71.09039466059971,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
55462736,7.106105031628665,0.007000225620174,13.688281070655572,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
55587172,0.7691852120288039,0.0099438426691669,60.56219181563071,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
59656329,0.879620332288007,0.0082401928551672,71.04230286649613,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
60234259,0.993544467294796,0.0083944442318096,78.50327041494315,KNOWN_OTHER_TYPE,False,True,Gaia DR3 2938159437547262336,RS,0.0149295,False,True,,,,False,,True,RS,0.43928862,vsx,disagrees(ratio=66.5491)
