span_days,max_period,period_over_max,n_eclipses_observed,n_eclipses_possible,n_data_gaps,frac_intransit_near_gap,frac_all_near_gap,TIC,verdict,bls_period,bls_depth,bls_snr,period_band,lt3_eclipses,at_ceiling
24.06228520569516,12.03114260284758,0.082970890375515,18,24.10483955214017,1,0.05569007263922518,0.059665871121718374,231528689,NOVEL,0.9982346139930548,0.0059654752578635,39.72760695066743,other,False,False
27.89591442742949,13.947957213714744,0.28491739221970147,5,7.01957849753794,1,0.023809523809523808,0.02117863720073665,23259249,NOVEL,3.9740155961235786,0.0391535931649554,59.74630065357756,other,False,False
813.238971584206,39.8,0.13245330986560752,43,154.26673754159262,16,0.014854260089686098,0.070616346036025,233415701,NOVEL,5.271641732651179,0.0100988652846398,63.155952515957104,other,False,False
21.75024143928158,10.87512071964079,0.06041279917300026,31,33.10556748533912,1,0.030837004405286344,0.04092920353982301,234073743,NOVEL,0.6569964840177932,0.0059659671323567,70.96809870151829,other,False,False
1979.459943232562,39.8,0.3716597760085234,75,133.81909386917042,55,0.04676753782668501,0.0325927268000835,237115819,NOVEL,14.79205908513923,0.088832292054031,506.9717837496276,other,False,False
27.06259378093273,13.531296890466365,0.9993929861862714,1,2.001214765006597,1,0.0,0.03700277520814061,241818542,NOVEL,13.523083206336189,0.1409634205984407,167.1731491735577,13-14.5d,True,True
27.85438087083935,13.927190435419675,0.9228407872382469,2,2.167221071779163,2,0.0,0.06525911708253358,247647672,NOVEL,12.852579385439675,0.0187572190168252,86.59405503859625,13-14.5d,True,True
23.5206690201951,11.76033451009755,0.09626046513860674,19,20.776961726916372,1,0.05660377358490566,0.04843592330978809,250630820,KNOWN_OTHER_TYPE,1.132055270127599,0.0242731388705002,321.75923440785914,other,False,False
27.06242643131486,13.53121321565743,0.27641812828410534,7,7.235415464301168,1,0.0,0.037927844588344126,253168781,NOVEL,3.7402726304851774,0.0081922718239505,54.98500105540781,other,False,False
27.062445520114352,13.531222760057176,0.9909333964054121,1,2.018299118038562,1,0.07692307692307693,0.037927844588344126,255964136,NOVEL,13.408540527141673,0.1586651527356042,45.46916585389409,13-14.5d,True,True
26.70885239948757,13.354426199743784,0.989376161679467,1,2.0214758324124147,1,0.14285714285714285,0.022351797862001945,262775292,KNOWN_OTHER_TYPE,13.212550934934216,0.1591196035549258,348.5880589484313,13-14.5d,True,True
27.062281896218337,13.531140948109169,0.08512829354173981,19,23.493951502967306,1,0.05128205128205128,0.037927844588344126,273158289,NOVEL,1.151882938585293,0.0125462734332341,41.26919130495207,other,False,False
