TIC,tess_eb_period,tess_eb_morph
302384263,6.7112322,0.161
159984211,3.659904,0.486
35744583,2.0689326,0.548
64108432,2.7787077,0.41
237944385,4.4250091,0.163
317411334,2.8973082,0.333
201497357,2.8721398,0.451
291385340,15.7196245,0.093
124033255,3.3673406,0.333
11286209,1.1909336,0.572
238162238,2.4374384,0.375
264594193,2.2289026,0.481
142677613,6.1826413,0.298
301485937,10.6546526,0.329
124199788,2.3521756,0.152
96799506,6.5457001,0.213
264537668,4.0307037,0.253
156577475,3.1257385,0.389
142409400,1.386915,0.332
255587619,9.4274907,0.196
238896431,16.2461726,0.155
167671107,3.6497948,0.377
60479151,0.8378759,0.528
53059882,8.9582177,0.223
207004093,1.2475564,0.295
12158853,1.2623791,0.361
50528312,5.273489,0.169
264592553,4.5552015,0.329
365694569,9.034968,0.222
39818458,3.8156995,0.194
35481236,1.8434407,0.618
37248140,11.5067903,0.15
172361463,17.9417712,0.17
299906906,1.536928,0.265
52641430,1.6700757,0.536
255744818,3.0472948,0.603
220315592,1.9711998,0.426
427398881,13.5495751,0.113
464838153,3.8729188,0.395
42991745,1.4218117,0.502
157751050,2.5798993,0.31
143117999,5.7007498,0.189
443174527,9.4252907,0.672
32759110,4.0770359,0.128
172462064,23.89345,0.03
435936714,2.3409375,0.323
427394772,6.4707838,0.489
25188036,3.3928521,0.4
231972938,1.5508496,0.429
140212820,0.7776763,0.499
143171265,1.1411026,0.719
33742428,4.9782121,0.519
14081980,2.9191488,0.326
52276229,2.5155553,0.243
156241056,1.7801492,0.507
117739806,5.6203686,0.224
317191077,2.1917865,0.565
267195931,4.3701553,0.424
322650462,0.9792734,0.469
443117794,6.2939598,0.247
168191566,4.1187613,0.568
436158814,7.2148954,0.094
11756637,4.3064103,0.191
156758188,2.0973245,0.53
176406202,1.5144824,0.452
220318793,2.7760941,0.302
282270717,2.7405123,0.636
53122807,17.8525026,0.181
38678931,6.2847533,0.133
72782654,6.6314323,0.215
42828781,2.9429254,0.557
167747439,6.1309716,0.462
123902605,6.2166988,0.235
231822771,2.0147971,0.461
232030067,3.9690316,0.471
160328766,10.3176495,0.199
49701947,5.7779484,0.176
255700967,6.8512341,0.228
279640088,5.9268456,0.369
24397947,10.190907,0.26
290044434,1.0891498,0.371
52641431,1.6712974,0.442
33864821,0.810465,0.495
220082557,2.2570772,0.525
287841093,17.7032481,0.083
176591772,7.7585814,0.141
31303242,7.05507,0.29
180943676,8.4182186,0.101
231205049,3.0970887,0.483
443055162,8.1675395,0.21
33419790,2.0162719,0.546
172742334,7.5647799,0.169
78568736,8.2197877,0.159
38023570,1.2215651,0.426
37606218,7.8358545,0.21
234211934,1.0649345,0.489
355357949,1.4604273,0.537
31054255,0.873872,0.295
322900369,6.2516338,0.396
52924466,37.268309,0.01
232185093,4.4691554,0.185
123573766,6.6350711,0.15
365570620,0.8583147,0.527
124106762,4.1869104,0.358
146879345,3.013558,0.434
100917608,4.1237901,0.447
255565860,2.2059179,0.44
436243444,1.3584399,0.401
438071843,5.2415016,0.311
119461266,2.9462458,0.467
147185619,32.2753745,0.284
436103335,7.7042854,0.424
317330474,12.2076544,0.081
319467578,2.3650004,0.302
284909275,4.5972204,0.385
33689349,3.4978978,0.401
140659978,9.4400954,0.09
350297040,10.8739196,0.101
345835653,0.9242404,0.397
153166843,1.9316637,0.474
346429188,0.3311382,0.534
37601240,0.7313791,0.623
424992973,6.9253457,0.147
234933888,6.911349,0.308
144695651,5.2978379,0.352
48658291,3.1757735,0.4
147975720,2.8502226,0.179
255548311,4.9638409,0.163
138857475,12.9392878,0.156
234874474,1.3159894,0.641
235073057,3.4891943,0.733
143234741,1.9178734,0.389
219403686,0.7602518,0.435
307016006,3.3066352,0.45
134283998,0.6188381,0.619
88916475,11.2994767,0.129
125497512,1.2731167,0.611
32932888,1.5338696,0.628
51155192,3.2240579,0.529
155813907,2.2432062,0.515
388086679,5.5922027,0.298
443969553,2.4541385,0.84
173432542,5.0551084,0.569
143318403,0.7252496,0.538
425223388,3.6218864,0.519
33194538,6.0502389,0.56
55489734,13.0151347,0.241
150282779,5.7593793,0.588
6518047,1.8513319,0.489
262696097,0.9112219,0.53
149319411,4.7521262,0.366
440796977,0.7820745,0.528
98478039,0.6682271,0.465
80659292,1.9925092,0.547
112236473,10.278941,0.241
142080812,1.0580716,0.6
78450017,1.887501,0.334
128902999,3.3791588,0.307
124651221,7.4215887,0.325
318573150,5.7404517,0.386
169770571,1.8461945,0.515
177723489,2.1989146,0.398
155884454,0.9797834,0.572
22766107,1.7262794,0.408
51104846,2.9043012,0.396
468958384,1.5351684,0.539
126446153,4.2102754,0.581
134522557,5.7275413,0.294
126586580,3.9273332,0.553
125501325,4.3837501,0.211
155884449,0.9797213,0.534
124712820,0.8256717,0.325
124712813,0.825658,0.381
319558164,8.9798845,0.115
27654882,2.231301,0.479
455178154,8.2894768,0.459
132448273,2.2550488,0.273
296184440,3.7441905,0.363
114547549,3.8679801,0.524
11070365,0.9020851,0.56
259070502,11.2008349,0.25
19193162,5.6916577,0.384
14709809,9.3910703,0.605
165148663,1.9614239,0.59
173756330,1.7534658,0.535
271013213,0.6195432,0.645
440788366,1.5482769,0.609
177960771,22.4150065,0.192
66102144,2.2927291,0.541
18915591,6.9856401,0.434
319011894,8.2909378,0.334
306651396,2.7149973,0.44
452895993,3.3374515,0.755
7211118,1.4462609,0.534
21184505,5.2919898,0.876
278826996,19.1689746,0.088
125175122,9.6476573,0.386
80556181,2.8195817,0.481
319863494,5.135475,0.124
60284401,10.1290735,0.423
425166925,5.7282944,0.595
124950413,5.7898897,0.219
50758245,4.5147347,0.561
281341249,4.3811449,0.467
148920245,0.6853446,0.373
64608449,2.2502465,0.793
93681365,0.3960371,0.42
437212966,3.1313903,0.491
173077938,0.6485283,0.419
306763456,1.8331199,0.516
262758522,12.3237552,0.282
173038281,4.3080481,0.164
468948126,2.3064104,0.517
452845139,3.3488261,0.352
80650858,1.9158693,0.517
130876312,7.9399755,0.397
129268651,5.9631945,0.361
66509654,5.289573,0.224
64783257,3.8551178,0.263
284613090,11.5548386,0.14
168426455,3.8671518,0.329
63579446,5.5828949,0.382
425172025,3.2690037,0.451
182469311,6.0298614,0.2
468958374,1.5351063,0.545
307304908,2.8278718,0.516
150284425,3.0044462,0.377
332079835,6.9564269,0.153
455153566,0.5997514,0.547
409319605,1.1359601,0.576
66602813,2.764074,0.352
123153249,5.8784238,0.674
147102369,4.1270975,0.332
173756896,11.3408662,0.139
22937402,1.3826827,0.484
175969976,6.6976452,0.479
63192395,3.064939,0.528
156325724,11.7250907,0.272
145762697,9.0663975,0.276
178051504,1.4631077,0.554
56023695,8.1783355,0.578
48880872,2.1874975,0.463
238896417,16.2442349,0.153
18914916,11.2840942,0.081
1190662,0.8879691,0.281
398221405,2.1089351,0.329
12012992,0.9011729,0.626
60655023,1.1156523,0.673
415345299,3.1869225,0.309
38125059,4.2299211,0.36
453059861,0.7720541,0.606
182776916,1.2262887,0.737
81609273,4.8387759,0.75
423363853,8.8298231,0.155
386431674,17.4804458,0.039
60979860,2.3870631,0.488
290476605,5.7442589,0.158
2020964,2.9423359,0.559
289670788,1.9557549,0.56
176774858,0.6188506,0.449
271864083,1.1661516,0.509
185805011,2.0052089,0.458
22538139,4.6328668,0.321
62761513,2.0943241,0.494
56332484,0.9225558,0.634
80025900,4.0582743,0.302
175182754,3.8093294,0.337
410245402,3.0005282,0.413
405391996,1.2854909,0.497
283698250,1.0036573,0.48
2353789,1.8717,0.425
289596375,7.2599752,0.206
146601322,0.986995,0.576
413024324,1.1511769,0.549
270648838,7.6353274,0.133
93911780,16.8430226,0.28
393344055,1.509342,0.6
408351795,3.6761526,0.366
348759510,3.7161348,0.167
186544053,8.911256,0.144
78151317,1.4391229,0.521
46908113,3.0116262,0.34
377060843,20.9321754,0.213
386437695,3.5744215,0.346
74528791,1.8020755,0.588
1202347,4.1505025,0.354
55252407,2.4504235,0.515
415434817,1.6622143,0.585
262605041,3.6663285,0.211
146039664,17.8368584,0.11
312111256,1.1518696,0.829
423279462,3.0724445,0.37
119058688,1.3483333,0.266
47175622,1.5233777,0.412
51947865,7.4016964,0.257
185980914,3.4915999,0.545
51325134,1.5996147,0.595
277712294,2.892281,0.409
415528958,11.0423645,0.128
347506869,10.3149658,0.413
142742998,3.0962043,0.332
14307980,0.8974226,0.503
146601318,0.9869836,0.566
386262459,2.6672303,0.271
5364915,11.1448055,0.159
55408994,13.2542617,0.295
305536358,0.5464738,0.522
78234838,1.9743377,0.306
408351887,1.0731803,0.689
289597948,5.5129009,0.241
29697290,0.8352303,0.645
96106862,5.3797936,0.161
145586291,4.0167459,0.347
191926695,1.9350003,0.413
95867802,2.2816984,0.536
449351034,2.1862334,0.324
83113607,4.4437807,0.381
21639186,4.7297276,0.467
389667572,6.3711019,0.291
371108287,0.8686293,0.429
450918869,4.2247759,0.384
141663326,6.6546536,0.198
275697259,0.5792545,0.768
101462,4.1739815,0.166
258839862,4.6539954,0.534
438790188,2.0947894,0.37
276458481,2.2544606,0.416
243391162,1.5171517,0.481
412941718,0.858977,0.481
423220124,1.5051152,0.514
47402214,1.293387,0.389
349483495,1.9978092,0.449
124912666,8.1119042,0.461
407067592,7.7718804,0.462
327850372,3.2769861,0.419
254039358,1.4956248,0.354
410276444,1.0166611,0.383
406238813,29.2303053,0.241
113501026,3.268932,0.541
377325711,12.9973471,0.273
10891640,6.1819688,0.522
258271315,2.6436389,0.41
311062274,8.1900688,0.21
58229181,2.1672832,0.507
148392309,2.7915561,0.513
313028417,8.0259764,0.707
409056401,5.0056136,0.261
274601313,6.1334745,0.622
67360334,3.4278817,0.274
252890740,3.9200195,0.318
202442982,2.7387205,0.342
25226885,1.6320461,0.52
229057817,8.1821018,0.585
126602778,0.7121198,0.644
143924219,2.8201001,0.376
279314488,1.8325567,0.53
403153647,5.3377447,0.277
139188326,0.5883808,0.533
441422220,3.700142,0.319
139699256,5.952715,0.455
33862174,1.4145298,0.592
214198381,10.6816724,0.606
394585218,3.9642829,0.297
265591866,2.2807588,0.546
265489698,1.1554696,0.636
277649549,14.4904608,0.063
262958558,3.5360981,0.53
389476160,1.6287089,0.49
253928535,2.249268,0.425
265613590,4.8180133,0.33
389726435,2.0861822,0.63
139825840,7.6881634,0.507
201256771,3.7617401,0.495
234491752,0.8658398,0.604
79225651,1.785578,0.441
278784173,1.4948338,0.196
219308281,2.8573698,0.553
144000467,8.8831592,0.149
139841210,1.4890015,0.499
394006752,0.4548849,0.583
126945917,1.3410547,0.597
139721086,8.9737351,0.178
441406061,3.0182392,0.594
152223725,4.4361742,0.542
89018905,3.1430341,0.34
70442570,11.5269229,0.303
92628706,18.4050167,0.032
269762258,1.3245939,0.327
201234926,14.0946283,0.05
115115136,3.9569949,0.414
181043970,0.8709147,0.579
92349924,8.799394,0.115
144462697,1.2340071,0.555
63280198,2.0482546,0.876
253922296,3.141546,0.53
269829384,1.2498031,0.588
220388567,3.6453465,0.435
206556127,2.2110155,0.363
266996791,2.1238668,0.546
326356701,1.1121569,0.568
201176965,1.3640185,0.565
231828370,1.3720167,0.639
237332597,2.9274303,0.396
160036449,1.8931745,0.54
126763885,4.3573928,0.304
278706358,6.9025229,0.225
126944775,2.6958895,0.496
139128537,1.578059,0.35
261656371,7.1953094,0.143
406276109,7.5470488,0.139
214517366,24.9530583,0.048
197760286,0.6013042,0.456
219328784,1.9681031,0.604
204497617,1.589172,0.496
201293780,0.9377426,0.447
206462116,2.9674214,0.444
358457398,2.2756668,0.586
270166263,15.3125412,0.047
214299966,3.0671767,0.245
121420805,1.7168857,0.53
197570458,7.6179156,0.105
147201138,1.8805348,0.557
301980639,4.7830501,0.211
44623916,0.9447294,0.616
62762261,19.158835,0.106
219322317,8.5448393,0.168
381854774,1.6445293,0.299
300903537,5.8232216,0.214
117544915,2.968452,0.513
197766143,5.2059361,0.551
54001270,2.3490994,0.551
29478974,12.4532873,0.135
231714759,5.4613059,0.524
229808144,11.6102781,0.12
97402522,0.8007241,0.412
92594505,22.8699705,0.06
325205605,4.2484918,0.4
207080350,9.1073059,0.183
350190639,1.8672567,0.349
231860752,1.9597412,0.513
219338651,1.2658396,0.588
401926767,13.6020534,0.059
279537689,11.5527497,0.1
56127811,3.7236125,0.305
445921773,2.4309689,0.574
231973885,2.8946583,0.542
231921891,1.6992714,0.527
31107108,4.0481965,0.644
244252435,1.8871288,0.409
9381557,11.8221481,0.48
310308203,2.694234,0.593
117879940,2.261994,0.58
117925262,0.6012889,0.508
220402290,0.7852364,0.637
213047427,8.8001062,0.151
333642126,9.6532269,0.125
146522930,1.0876046,0.435
245863693,1.077403,0.487
117648603,9.2982863,0.521
250196734,7.7039539,0.103
167673218,17.9651049,0.552
146439804,28.5065844,0.077
139701741,2.6303776,0.549
426588729,2.4258551,0.539
219173590,7.6506857,0.562
13325340,0.8930911,0.578
464772659,9.7376099,0.532
121595243,1.0575909,0.307
248403190,1.5509572,0.538
32702481,1.8977979,0.339
9380768,1.6222184,0.459
20176492,2.2213018,0.557
178858648,8.946456,0.319
37817410,2.6061393,0.536
146597035,4.4001488,0.304
1220444,7.1620656,0.173
362043085,6.8615943,0.249
146344020,2.493918,0.266
299096773,7.407127,0.406
283677584,1.8592369,0.554
442918617,1.6642507,0.487
393803650,6.7674706,0.648
167756615,19.4296795,0.159
67719432,1.0017063,0.522
24522770,2.1313403,0.596
399664959,2.07753,0.526
179034615,0.6621642,0.55
471013547,3.5404318,0.39
178996712,2.9822422,0.34
468887783,4.5294335,0.305
167717848,5.064015,0.657
55999432,1.8555335,0.579
149861542,3.6586352,0.444
43648757,2.6989629,0.434
20095466,0.2118497,0.437
38677487,4.0809305,0.343
316918055,0.8084718,0.426
77437462,0.6079304,0.453
399729481,0.803801,0.741
146559015,2.6403709,0.459
432610098,3.5615086,0.483
24433067,6.1864071,0.466
311128363,3.38741,0.539
373364179,3.7476127,0.259
9433212,5.013448,0.2
56128191,6.2238601,0.194
13062697,4.8487676,0.784
178938417,6.2653192,0.424
67688552,1.4621434,0.459
200440175,1.8260039,0.537
146559012,5.2819523,0.21
13957444,3.7404363,0.257
67186251,1.1494576,0.591
262173985,1.1127725,0.601
239673325,2.5408989,0.524
210116141,0.724345,0.534
408068720,0.5797644,0.524
198051336,0.6419055,0.633
79565128,1.6231744,0.58
70555928,6.1140814,0.548
63818344,1.577272,0.582
287175225,0.4859539,0.683
219244444,0.3037035,0.344
180724703,1.1226132,0.604
41896812,1.2608353,0.577
346338553,4.465494,0.226
430000969,,-1.0
395459736,3.6081353,0.399
139256217,2.1992267,0.554
95778110,1.5324408,0.443
233058265,26.2811517,0.116
256865831,4.0605257,0.25
364186087,2.4523555,0.339
8592033,4.3435903,0.629
258177999,5.3968072,0.207
57229803,3.6497411,0.253
24077469,5.2959861,0.297
283939331,3.5200155,0.235
237234024,1.8959765,0.403
233006806,1.5112536,0.534
17468122,4.933897,0.26
232617358,2.2293293,0.415
161685680,3.7392234,0.211
431555426,1.7786393,0.526
275423476,2.9289407,0.373
388431711,3.7538106,0.264
232632890,1.3492615,0.508
445879719,5.1167271,0.499
456033358,12.0570484,0.055
39903672,3.0312219,0.228
321864797,13.2351885,0.101
233531814,2.7040556,0.272
320524751,8.9522212,0.13
265274458,2.9979151,0.458
230016502,2.9604932,0.321
256516208,3.5725365,0.258
445882146,3.7526702,0.231
198366673,1.7599204,0.499
284350181,18.8944038,0.039
371991062,8.9060154,0.364
418221292,3.3955461,0.371
368334916,23.5141059,0.038
355792204,1.1729557,0.622
229503517,3.9757512,0.345
219095755,8.9066489,0.201
378042585,3.261067,0.619
459278502,15.8522773,0.249
441794509,14.9398487,0.186
314702305,2.929962,0.363
236387002,7.2009313,0.083
420114776,3.2350874,0.236
157376469,1.3412056,0.417
329118239,0.5633637,0.556
298264838,3.2259045,0.394
364964726,2.0604317,0.441
229481183,4.3444946,0.263
255908136,3.8258346,0.402
330847328,13.2390279,0.13
387562256,5.1861841,0.305
199708835,10.1201374,0.193
165531514,3.1055072,0.336
467294853,1.0881088,0.512
237290473,0.8324161,0.526
320333641,4.6706765,0.267
233058262,26.2781296,0.085
444827931,6.3991197,0.616
310516902,1.6136022,0.56
57258016,19.6982759,0.075
68901798,3.8601386,0.39
274945059,17.3600805,0.263
237117591,6.7966898,0.305
387356770,3.4765463,0.33
417734853,11.4462212,0.148
43273020,1.8412191,0.364
284457791,2.3588246,0.397
428962300,2.9416515,0.495
229597404,6.3725902,0.174
57232909,3.4098944,0.425
377055044,1.4956561,0.429
229465075,14.2637441,0.295
305466425,3.2910538,0.287
229616860,5.6932747,0.158
359631418,1.3761485,0.321
311236477,3.1325011,0.414
354119540,1.7634653,0.441
337094559,1.7808158,0.607
229740848,3.0859294,0.234
53963396,2.7336262,0.507
193994472,6.35215,0.246
188590080,6.4949555,0.181
224308601,1.1949629,0.426
160603897,1.1100952,0.467
387261279,8.4403624,0.219
230050959,2.2344936,0.447
368452480,0.5495789,0.583
274238240,6.2062535,0.371
219780464,2.0008691,0.307
237069277,2.9003466,0.351
371989318,3.8191478,0.582
8624617,4.9057067,0.602
233650330,5.218655,0.249
258108067,12.9687125,0.108
233576872,1.5178214,0.619
219474870,3.8668793,0.201
57256934,7.0631807,0.26
346599599,1.5022776,0.475
470208013,5.5430262,0.34
31655792,0.4161053,0.788
32200310,0.3604377,0.726
51912829,0.8354048,0.503
52368472,0.3259718,0.807
79403459,0.4353347,0.583
89428764,0.3766095,0.841
91369561,3.9831064,0.552
91448148,0.9863543,0.617
99465976,0.6243709,0.631
99646802,0.7155582,0.751
115105140,0.410686,0.766
117515123,0.2595402,0.818
126637765,0.2734502,0.835
139148071,0.7007948,0.615
139207681,0.4936816,0.649
139700621,0.3467937,0.763
144194304,0.483469,0.717
147083089,0.3627438,0.739
147131974,0.8016887,0.593
152825521,0.743132,0.583
152926069,0.8032433,0.7
161262226,0.3073041,0.742
183979262,3.4308011,0.297
197735761,0.601957,0.745
200645730,0.2917217,0.806
201291281,0.8103627,0.671
206508611,14.6704381,0.312
206544316,0.3219472,0.437
211412634,0.7535755,0.845
212344482,1.5050701,0.639
214299836,1.7424607,0.865
219328400,0.3390354,0.802
229804573,1.4640938,0.629
231629787,0.2665624,0.864
232063593,1.2349865,0.718
234284556,1.1066197,0.762
234523599,3.7955235,0.205
235000060,0.3577154,0.782
235000061,0.3577153,0.777
235009317,7.4572529,0.184
259864042,0.4607861,0.374
260756218,1.9563636,0.357
263078276,0.2840349,0.711
267043786,0.5948355,0.788
276935996,4.2508447,0.655
279254042,0.5968517,0.624
290547036,0.9031481,0.604
355544723,0.1545267,0.539
355601553,0.4299469,0.952
355635441,0.392583,0.771
355651035,0.5842278,0.777
355703913,2.1061527,0.244
369218857,0.3275155,0.746
381857817,0.7024238,0.545
389658055,0.3283473,0.769
393978805,0.4217724,0.79
402065927,0.6314729,0.706
403136932,0.3028548,0.75
410187905,0.953676,0.751
410354930,2.5994436,0.554
412063998,0.3265817,0.763
419635446,0.3908187,0.743
441105436,0.3688966,0.759
441183795,0.6338895,0.729
441422527,2.9362612,0.898
469970988,1.3520399,0.861
469979014,1.1625978,0.718
471013508,1.1625863,0.72
8989778,0.6127979,0.791
9033144,14.1451608,0.122
9727392,4.5345679,0.376
12723924,22.0004004,0.038
13068361,0.3073681,0.808
43398254,0.3016875,0.793
49735506,0.3300894,0.879
69838619,0.3833245,0.949
69889494,0.5090071,0.666
70761941,0.2654127,0.734
89543393,0.4707912,0.691
100100827,0.9414549,0.537
115443990,0.7553465,0.627
118826280,0.246525,0.72
120414806,2.553051,0.522
120607386,0.4136144,0.878
155540827,3.6505249,0.44
155989956,17.8592472,0.045
158536052,19.9756911,0.093
158582801,1.0801048,0.516
158582802,1.0800929,0.513
160065970,1.3681857,0.486
160081043,0.7687018,0.652
160085375,1.4029856,0.553
167086201,2.1964144,0.824
175405906,2.012949,0.573
175458611,0.336029,0.757
179985566,11.034992,0.159
183537458,0.4557865,0.59
188594653,0.3741055,0.765
188630094,0.8627317,0.621
201776479,0.3671508,0.76
201924791,13.6332784,0.099
204325855,0.484342,0.757
204327008,0.3232092,0.742
206539783,8.6681789,0.152
207085748,0.3623789,0.741
207091008,0.2460469,0.742
207174531,0.6250975,0.689
240764987,1.0272832,0.597
251829135,0.2686421,0.737
251857120,0.5053431,0.638
254298146,0.3879395,0.771
281728276,0.2733184,0.75
313934040,3.1467896,0.787
340704073,0.3136675,0.733
340782794,0.3799152,0.75
349519544,18.7537886,0.62
369586828,0.0820144,0.629
372816629,0.909088,0.801
382425148,0.3650911,0.813
389728831,0.260882,0.744
393943031,0.4497978,0.869
399577123,0.3119793,0.91
402130407,0.2991373,0.726
402319281,0.309847,0.756
402324760,0.3614124,0.808
402339590,6.6262203,0.646
415969184,0.9475646,0.84
425864141,0.2183845,0.57
434097226,0.4455874,0.774
434106760,0.2806312,0.769
11487334,0.3840273,0.809
11546041,0.4068856,0.778
11598102,0.4229058,0.779
29848012,0.3491737,0.779
32268776,0.4762141,0.607
32284829,0.4642528,0.692
32551761,1.0850104,0.925
33576348,0.4438332,0.665
49558810,6.7093594,0.162
75352949,0.4720387,0.749
114500611,0.4887741,0.816
123337161,0.3681651,0.879
140493525,0.3089662,0.754
146637697,0.2717596,0.743
146712645,1.521464,0.242
160196709,0.3066134,0.764
164720673,0.3659915,0.889
164775666,0.3168471,0.714
212377300,0.2830396,0.842
215258019,0.46323,0.545
229143092,0.351034,0.921
241393039,0.3711218,0.748
241578867,0.3441001,0.756
248348545,0.1946039,0.771
266769521,0.5361672,0.797
266769522,0.536159,0.735
266816672,0.3031493,0.726
268652258,0.2564874,0.721
268686000,0.4454122,0.793
268686130,0.4667023,0.826
268766053,6.6196826,0.205
269505148,0.5224015,0.745
287174076,0.3247485,0.748
293619461,0.310655,0.853
299199358,3.8400846,0.49
396720998,32.2683241,0.269
398673007,0.5432684,0.804
423358373,0.4282947,0.83
439458951,0.3111498,0.969
1045298,1.4634139,0.641
7724421,0.6405998,0.822
9845586,0.3601126,0.719
9945183,1.5575895,0.531
12632044,0.2016308,0.849
23139612,0.4113067,0.799
23221002,0.4452879,0.745
25195864,0.7435968,0.725
30028394,0.4571032,0.895
35744707,0.3464465,0.709
36729364,0.327482,0.892
36883123,0.3352718,0.744
38399380,0.5680974,0.734
38541473,6.0613451,0.147
44737596,2.7886705,0.278
44790502,0.6384866,0.699
44797681,0.4009503,0.93
49799894,0.2709015,0.914
65348716,0.4948549,0.708
66573768,1.653169,0.83
89239251,0.3144381,0.824
92234970,0.7719217,0.638
98828631,1.0156881,0.793
101070833,0.8276644,0.7
120956236,0.3270847,0.752
121009628,0.2820421,0.721
121092386,0.4215599,0.661
121134517,0.3351707,0.814
129810365,0.2923476,0.869
129888462,0.7224241,0.595
141126559,0.7766603,0.717
141332108,0.3816202,0.709
152507230,0.3116403,0.707
152592870,0.5138514,0.662
153834085,6.1584435,0.408
156215585,2.9597294,0.545
159950145,0.3950963,0.728
165184400,0.6637027,0.589
166833457,2.9626499,0.223
168674931,0.9013817,0.599
168675489,0.4606649,0.815
168697816,0.6921086,0.677
168851294,0.6431832,0.634
170637811,3.0643486,0.636
170676440,0.6341928,0.747
178284730,2.2359828,0.198
179244391,0.2854639,0.733
197933923,0.4901067,0.799
198008281,0.1315587,0.741
219145901,0.2729386,0.88
219176881,0.4636711,0.843
219346326,0.4257389,0.743
220042007,1.8381161,0.588
220420534,1.8360895,0.53
250386181,1.4703473,0.279
251078096,0.5846354,0.67
251094451,0.3631136,0.785
256775514,0.2976541,0.66
257525627,0.4566193,0.847
257567854,3.5334303,0.342
260370454,0.7951027,0.697
270371961,2.3681891,0.378
270380593,3.8769908,0.238
274039489,0.3052865,0.376
274088422,0.3414905,0.795
277104322,0.2821634,0.926
279181220,0.8232815,0.631
279224984,1.0642167,0.797
279401848,0.3521565,0.724
279484342,0.6322016,0.671
318868129,0.3751679,0.795
318966048,0.2306676,0.775
319291434,0.3512605,0.818
322512913,0.4588608,0.785
326242641,0.1824645,0.813
332910947,0.914434,0.606
332910986,0.643465,0.805
347552724,0.5360809,0.765
365301387,0.2753563,0.766
369362290,2.1123879,0.559
387463207,0.3799213,0.76
387513120,0.3036332,0.862
387513384,0.2974686,0.782
387586260,0.880467,0.813
419994778,0.4306794,0.79
422914426,0.5494178,0.715
423387084,0.7408448,0.684
423439467,3.4172794,0.593
423833748,0.4269438,0.855
441128066,0.4407791,0.765
445924091,0.4639754,0.915
627436,0.5789058,0.817
737546,3.0677452,0.568
1449640,3.5017948,0.396
1450518,0.3337474,0.65
9172417,0.2451915,0.655
11002748,0.778715,0.669
13062255,1.651213,0.571
13070701,0.4140761,0.9
13135572,0.3983886,0.739
13345143,0.6723508,0.784
14091704,0.7650591,0.429
21729403,0.405346,0.69
24450633,0.22867,0.617
24586751,0.5128316,0.639
24606516,0.4019809,0.857
31118189,0.275773,0.773
32543789,0.3191196,0.826
34107676,0.34015,0.799
34145330,0.6404922,0.61
38589392,0.3777198,0.715
38686737,2.2471308,0.44
38687360,0.5080177,0.739
43533897,0.3133685,0.666
43712632,0.9264966,0.743
43846099,0.4234074,0.725
43864479,0.5944452,0.868
55896456,0.4647737,0.788
56001210,0.1893725,0.845
59038877,0.3053691,0.726
59038880,0.3053725,0.722
59091000,14.7894291,0.238
67686223,0.4169261,0.71
67686556,0.3215666,0.735
67687692,0.664172,0.623
67807856,3.3733443,0.587
67808952,0.3279029,0.806
71026173,0.6795061,0.833
71107089,0.3576366,0.847
77703308,0.7462729,0.526
77951245,10.7148124,0.075
78055054,4.3887454,0.241
92938279,0.2750419,0.72
92938280,0.2750374,0.729
93053299,0.4110905,0.871
115046240,0.3458225,0.832
117978580,0.5272631,0.767
121568625,8.4652048,0.247
139703005,0.331924,0.737
139732428,6.6637267,0.31
140209204,2.7520682,0.528
143350469,0.6608393,0.564
146520491,0.4486455,0.829
146539195,0.2801374,0.736
146557531,0.2708487,0.771
150443185,2.5936476,0.52
151587650,4.9516489,0.946
152362660,0.3958655,0.841
161570793,0.2762364,0.753
165186801,1.0495707,0.571
167673754,0.565193,0.704
169532369,7.2100032,0.286
169532543,0.9154337,0.627
178857934,1.4265941,0.54
178938437,0.6235871,0.737
188989177,1.1741025,0.458
213046690,0.2258437,0.744
213067604,0.3219872,0.728
219164808,3.3546037,0.257
219203188,0.2319362,0.604
229082842,0.3762035,0.692
231922417,0.6872144,0.627
231922739,0.3565535,0.762
238917338,4.0758373,0.633
242944454,0.4048724,0.801
242991317,3.9531584,0.593
244207973,0.6140578,0.794
244208023,1.8227783,0.577
244250449,1.7460727,0.54
248394273,0.1485855,0.725
248394276,0.1486144,0.689
248399337,0.4319151,0.92
248410138,0.8219642,0.663
250195155,6.476398,0.244
262412046,2.0433617,0.563
262434790,0.3143965,0.751
262465161,0.9509325,0.641
269077015,4.1437883,0.657
269078565,2.4555486,0.526
294206429,1.0550702,0.633
303682287,2.1084547,0.764
311183180,13.2498121,0.086
316916655,2.8747759,0.269
345451479,0.4430221,0.756
373414766,0.6851178,0.691
374828411,0.2828824,0.727
396934949,0.3774342,0.757
396953669,0.3327633,0.595
396954096,0.3026573,0.978
397048159,1.6054836,0.564
399814051,1.102438,0.601
401925979,0.4801571,0.798
401928563,0.3625976,0.935
404854539,0.3622144,0.786
408256672,0.2548968,0.727
420962954,0.9970006,0.667
436592342,4.4219884,0.418
436660156,0.4150278,0.803
445932196,0.5654404,0.669
450089997,2.4617875,0.663
450104319,1.5105708,0.538
450109281,10.8901816,0.593
452786194,1.0198892,0.724
453831755,20.2077121,0.32
454190342,0.3326118,0.676
454222105,0.6327929,0.802
455064763,0.2957064,0.767
457173024,0.7989162,0.643
464806209,18.9528711,0.67
